Fecha;Excepción;Plazo real;IBR
29/09/2008;;;9,991
26/09/2008;;;9,991
25/09/2008;;;9,995
24/09/2008;;;9,998
23/09/2008;;;10,000
22/09/2008;;;9,998
19/09/2008;;;9,993
18/09/2008;;;9,998
17/09/2008;;;9,999
16/09/2008;;;10,000
15/09/2008;;;10,001
12/09/2008;;;10,007
11/09/2008;;;10,012
10/09/2008;;;10,015
09/09/2008;;;10,019
08/09/2008;;;10,020
05/09/2008;;;10,017
04/09/2008;;;10,020
03/09/2008;;;10,015
02/09/2008;;;10,008
01/09/2008;;;10,006
29/08/2008;;;10,004
28/08/2008;;;10,015
27/08/2008;;;10,029
26/08/2008;;;10,028
25/08/2008;;;10,033
22/08/2008;;;10,034
21/08/2008;;;10,036
20/08/2008;;;10,036
19/08/2008;;;10,037
15/08/2008;;;10,031
14/08/2008;;;10,036
13/08/2008;;;10,036
12/08/2008;;;10,035
11/08/2008;;;10,036
08/08/2008;;;10,032
06/08/2008;;;10,031
05/08/2008;;;10,041
04/08/2008;;;10,035
01/08/2008;;;10,031
31/07/2008;;;10,036
30/07/2008;;;10,041
29/07/2008;;;10,038
28/07/2008;;;10,044
25/07/2008;;;9,801
24/07/2008;;;9,804
23/07/2008;;;9,804
22/07/2008;;;9,804
21/07/2008;;;9,804
18/07/2008;;;9,804
17/07/2008;;;9,809
16/07/2008;;;9,808
15/07/2008;;;9,810
14/07/2008;;;9,811
11/07/2008;;;9,808
10/07/2008;;;9,811
09/07/2008;;;9,810
08/07/2008;;;9,808
07/07/2008;;;9,807
04/07/2008;;;9,803
03/07/2008;;;9,805
02/07/2008;;;9,805
01/07/2008;;;9,804
27/06/2008;;;9,800
26/06/2008;;;9,805
25/06/2008;;;9,804
24/06/2008;;;9,804
23/06/2008;;;9,804
20/06/2008;;;9,799
19/06/2008;;;9,804
18/06/2008;;;9,803
17/06/2008;;;9,805
16/06/2008;;;9,805
13/06/2008;;;9,804
12/06/2008;;;9,804
11/06/2008;;;9,804
10/06/2008;;;9,803
09/06/2008;;;9,801
06/06/2008;;;9,795
05/06/2008;;;9,800
04/06/2008;;;9,804
03/06/2008;;;9,807
30/05/2008;;;9,807
29/05/2008;;;9,810
28/05/2008;;;9,809
27/05/2008;;;9,807
23/05/2008;;;9,804
22/05/2008;;;9,820
21/05/2008;;;9,819
20/05/2008;;;9,819
19/05/2008;;;9,817
16/05/2008;;;9,813
15/05/2008;;;9,818
14/05/2008;;;9,815
13/05/2008;;;9,815
12/05/2008;;;9,812
09/05/2008;;;9,807
08/05/2008;;;9,807
07/05/2008;;;9,790
06/05/2008;;;9,788
02/05/2008;;;9,783
30/04/2008;;;9,777
29/04/2008;;;9,763
28/04/2008;;;9,773
25/04/2008;;;9,794
24/04/2008;;;9,810
23/04/2008;;;9,805
22/04/2008;;;9,803
21/04/2008;;;9,796
18/04/2008;;;9,789
17/04/2008;;;9,788
16/04/2008;;;9,785
15/04/2008;;;9,781
14/04/2008;;;9,786
11/04/2008;;;9,786
10/04/2008;;;9,789
09/04/2008;;;9,784
08/04/2008;;;9,784
07/04/2008;;;9,786
04/04/2008;;;9,787
03/04/2008;;;9,790
02/04/2008;;;9,795
01/04/2008;;;9,798
31/03/2008;;;9,798
28/03/2008;;;9,808
27/03/2008;;;9,807
26/03/2008;;;9,792
25/03/2008;;;9,781
19/03/2008;;;9,789
18/03/2008;;;9,815
17/03/2008;;;9,803
14/03/2008;;;9,806
13/03/2008;;;9,819
12/03/2008;;;9,830
11/03/2008;;;9,831
10/03/2008;;;9,833
07/03/2008;;;9,835
06/03/2008;;;9,834
05/03/2008;;;9,827
04/03/2008;;;9,815
03/03/2008;;;9,821
29/02/2008;;;9,809
28/02/2008;;;9,808
27/02/2008;;;9,800
26/02/2008;;;9,795
25/02/2008;;;9,793
22/02/2008;;;9,622
21/02/2008;;;9,620
20/02/2008;;;9,612
19/02/2008;;;9,600
18/02/2008;;;9,569
15/02/2008;;;9,548
14/02/2008;;;9,545
13/02/2008;;;9,547
12/02/2008;;;9,553
11/02/2008;;;9,550
08/02/2008;;;9,542
07/02/2008;;;9,540
06/02/2008;;;9,529
05/02/2008;;;9,520
04/02/2008;;;9,508
01/02/2008;;;9,496
31/01/2008;;;9,503
30/01/2008;;;9,500
29/01/2008;;;9,505
28/01/2008;;;9,514
25/01/2008;;;9,512
24/01/2008;;;9,529
23/01/2008;;;9,531
22/01/2008;;;9,536
21/01/2008;;;9,544
18/01/2008;;;9,539
17/01/2008;;;9,529
16/01/2008;;;9,520
15/01/2008;;;9,520
14/01/2008;;;9,531
11/01/2008;;;9,526
10/01/2008;;;9,525
09/01/2008;;;9,520
08/01/2008;;;9,509
04/01/2008;;;9,495
03/01/2008;;;9,520
02/01/2008;;;9,498
